id,sscode,office_type,name,address1,address2,address3,city,state,zipcode,tel_public,tel_admin,fax,notes
615,682,FO,BEMIDJI MN,Social Security Administration,,2900 HANNAH AVE NW,BEMIDJI,MN,56601,(866) 258-6345,,,
616,683,FO,HIBBING MN,Social Security Administration,,1122 E 25TH STREET,HIBBING,MN,55746,(866) 964-4320,,,
617,684,FO,AUSTIN MN,Social Security Administration,,404 2ND STREET NW,AUSTIN,MN,55912,(866) 504-5010,,,
618,685,FO,ROCHESTER MN,Social Security Administration,SUITE 100,2443 CLARE LN NE,ROCHESTER,MN,55906,(877) 405-3631,,,
619,686,FO,FAIRMONT MN,Social Security Administration,Suite 70,400 S. State St,FAIRMONT,MN,56031,(877) 405-0414,,,
620,687,FO,BEAVERTON OR,Social Security Administration,SUITE 100,11975 SW 2ND ST,BEAVERTON,OR,97005,(800) 772-1213,,,
621,689,FO,THE DALLES OR,Social Security Administration,SUITE 110,401 E 3RD ST,THE DALLES,OR,97058,(800) 772-1213,,,
622,690,FO,DES MOINES IA,Social Security Administration,RIVERPOINT OFC COMPLEX,455 SW 5TH ST STE F,DES MOINES,IA,50309,(800) 772-1213,,,
623,691,FO,DAVENPORT IA,Social Security Administration,,4319 N BRADY STREET,DAVENPORT,IA,52806,(855) 420-8556,,,
624,692,FO,SIOUX CITY IA,Social Security Administration,,3555 SOUTHERN HILLS DR,SIOUX CITY,IA,51106,(866) 338-2859,,,
625,693,FO,WATERLOO IA,Social Security Administration,,3121 GREYHOUND DR,WATERLOO,IA,50701,(888) 456-9554,,,
626,694,FO,OTTUMWA IA,Social Security Administration,SUITE A,2429 NORTHGATE ST,OTTUMWA,IA,52501,(866) 964-7394,,,
627,695,FO,DUBUQUE IA,Social Security Administration,SUITE 101,1635 ASSOCIATES DR,DUBUQUE,IA,52002,(877) 405-3650,,,
628,696,FO,CEDAR RAPIDS IA,Social Security Administration,,3165 WILLIAMS BLVD SW,CEDAR RAPIDS,IA,52404,(866) 495-0088,,,
629,697,FO,FORT DODGE IA,Social Security Administration,,2315 2ND AVE NORTH,FORT DODGE,IA,50501,(866) 839-6193,,,
630,698,FO,MASON CITY IA,Social Security Administration,,625 VILLAGE GRN DR SW,MASON CITY,IA,50401,(866) 365-6708,,,
631,699,FO,BURLINGTON IA,Social Security Administration,,3920 DIVISION ST,BURLINGTON,IA,52601,(800) 772-1213,,,
632,700,FO,CRESTON IA,Social Security Administration,,906 E TAYLOR ST,CRESTON,IA,50801,(866) 613-2827,,,
633,701,FO,CARROLL IA,Social Security Administration,,818 BELLA VISTA DR,CARROLL,IA,51401,(866) 572-8381,,,
634,703,FO,CHICAGO LAWNDALE IL,Social Security Administration,,2416 S PULASKI ROAD,CHICAGO,IL,60623,(800) 772-1213,,,
635,704,FO,WEST MEMPHIS AR,Social Security Administration,,202B SHOPPING WAY BLVD,WEST MEMPHIS,AR,72301,(866) 627-6994,,,
636,705,FO,FARGO ND,Social Security Administration,RM 320 FED BLDG,657 N 2ND AVE,FARGO,ND,58102,(877) 335-4114,,,
637,706,FO,MINOT ND,Social Security Administration,MINOT METRO CENTER,1414 20TH AVE SW,MINOT,ND,58701,(866) 415-3193,,,
638,707,FO,GRAND FORKS ND,Social Security Administration,STE 300,402 DEMERS AVE,GRAND FORKS,ND,58201,(888) 617-0456,,,
639,708,FO,BISMARCK ND,Social Security Administration,SUITE 100,4207 BOULDER RIDGE RD,BISMARCK,ND,58503,(877) 319-6044,,,
640,709,FO,NEW PORT RICHEY FL,Social Security Administration,SUITE 100,8661 CITIZENS DRIVE,NEW PORT RICHEY,FL,34654,(800) 772-1213,,,
641,713,FO,MINDEN LA,Social Security Administration,,103 MBL BANK DRIVE,MINDEN,LA,71055,(877) 319-5762,,,
642,715,FO,SIOUX FALLS SD,Social Security Administration,,5021 S NEVADA AVE,SIOUX FALLS,SD,57108,(877) 274-5421,,,
643,716,FO,ABERDEEN SD,Social Security Administration,ROOM 111 FEDERAL BLDG,115 4TH AVE SE,ABERDEEN,SD,57401,(855) 278-4196,,,
644,717,FO,RAPID CITY SD,Social Security Administration,STE 301,2200 NORTH MAPLE AVE,RAPID CITY,SD,57701,(866) 964-7416,,,
645,718,FO,HURON SD,Social Security Administration,ROOM 105 FEDERAL BLDG,200 4TH STREET SW,HURON,SD,57350,(866) 563-4604,,,
646,720,FO,ATLANTA WEST GA,Social Security Administration,BLDG 2400 SUITE 122,3800 CAMP CREEK PKWY,ATLANTA,GA,30331,(800) 772-1213,,,
647,722,FO,NORTH BROWARD FL,Social Security Administration,,5195 COCONUT CREEK PKY,MARGATE,FL,33063,(800) 772-1213,,,
648,723,FO,MIAMI SOUTH FL,Social Security Administration,,11401 W FLAGLER ST,MIAMI,FL,33174,(800) 772-1213,,,
649,724,FO,JASPER AL,Social Security Administration,,501 THE MALL WAY,JASPER,AL,35504,(877) 575-5199,,,
650,725,FO,OMAHA NE,Social Security Administration,OLD MILL CENTRE,604 N 109TH CT,OMAHA,NE,68154,(866) 716-8299,,,
651,726,FO,LINCOLN NE,Social Security Administration,ROOM 240,100 CENTENNIAL MALL N,LINCOLN,NE,68508,(866) 593-2880,,,
652,727,FO,NORTH PLATTE NE,Social Security Administration,ROOM 204,300 E 3RD ST,NORTH PLATTE,NE,69101,(866) 830-0668,,,
653,728,FO,GRAND ISLAND NE,Social Security Administration,STE 1,115 N WEBB RD,GRAND ISLAND,NE,68803,(877) 407-3441,,,
654,729,FO,SCOTTSBLUFF NE,Social Security Administration,,415 VALLEY VIEW DR,SCOTTSBLUFF,NE,69361,(800) 297-4291,,,
655,730,FO,NORFOLK NE,Social Security Administration,SUITE 1,605 IRON HORSE DR,NORFOLK,NE,68701,(855) 207-7082,,,
656,734,FO,ST PETERS MO,Social Security Administration,,4800 EXECUTIVE CTR PKY,ST PETERS,MO,63376,(800) 772-1213,,,
657,735,FO,ST LOUIS-DTN MO,Social Security Administration,SUITE 100,717 N 16TH STREET,ST LOUIS,MO,63103,(800) 772-1213,,,
658,736,FO,KANSAS CITY SOUTH MO,Social Security Administration,,6320 EUCLID AVE,KANSAS CITY,MO,64132,(800) 772-1213,,,
659,737,FO,ST JOSEPH MO,Social Security Administration,,1402 N WOODBINE RD,SAINT JOSEPH,MO,64506,(888) 366-6148,,,
660,738,FO,SPRINGFIELD MO,Social Security Administration,STE 100,1570 W BATTLEFIELD ST,SPRINGFIELD,MO,65807,(877) 850-7824,,,
661,739,FO,CAPE GIRARDEAU,Social Security Administration,,2445 CAPE CENTRE DR,CAPE GIRARDEAU,MO,63703,(866) 931-7077,,,
662,740,FO,JEFFERSON CITY,Social Security Administration,,129 SCOTT STATION ROAD,JEFFERSON CITY,MO,65109,(877) 405-9803,,,
663,741,FO,HANNIBAL MO,Social Security Administration,,155 FORREST DRIVE,HANNIBAL,MO,63401,(866) 331-7094,,,
664,742,FO,ST LOUIS WEST COUNTY,Social Security Administration,STE 100,1215 FERN RIDGE PKWY,CREVE COEUR,MO,63141,(800) 772-1213,,,
665,743,FO,SEDALIA MO,Social Security Administration,,3404 W 10TH,SEDALIA,MO,65301,(877) 405-5459,,,
666,744,FO,JOPLIN MO,Social Security Administration,,4102 S ARIZONA AVE,JOPLIN,MO,64804,(866) 964-7421,,,
667,745,FO,ST LOUIS-SOUTHSIDE,Social Security Administration,SUITE 100,8800 WATSON RD.,SAINT LOUIS,MO,63119,(800) 772-1213,,,
668,748,FO,INDEPENDENCE MO,Social Security Administration,,3520 S NOLAND RD STE C,INDEPENDENCE,MO,64055,(800) 772-1213,,,
669,749,FO,POPLAR BLUFF MO,Social Security Administration,,66 Highway 142,POPLAR BLUFF,MO,63901,(855) 722-3498,,,
670,750,FO,ROLLA MO,Social Security Administration,,1813 E 10TH ST,ROLLA,MO,65401,(800) 551-2056,,,
671,751,FO,COLUMBIA MO,Social Security Administration,,803 GRAY OAK DR,COLUMBIA,MO,65201,(866) 563-9108,,,
672,752,FO,KENNETT MO,Social Security Administration,,800 SOUTH BYPASS,KENNETT,MO,63857,(866) 931-4497,,,
673,753,FO,PARK HILLS MO,Social Security Administration,,507 EAST MAIN STREET,PARK HILLS,MO,63601,(877) 622-9009,,,
674,755,FO,LITTLE ROCK AR,Social Security Administration,RM 1201 FEDERAL BLDG,700 W CAPITOL STREET,LITTLE ROCK,AR,72201,(866) 593-0933,,,
675,756,FO,FORT SMITH AR,Social Security Administration,,6801 DALLAS STREET,FT SMITH,AR,72903,(866) 931-8374,,,
676,757,FO,TEXARKANA TX,Social Security Administration,,5735 SUMMERHILL RD.,TEXARKANA,TX,75503,(866) 931-7675,,,
677,758,FO,JONESBORO AR,Social Security Administration,,1809 LATOURETTE DRIVE,JONESBORO,AR,72404,(866) 842-7369,,,
678,759,FO,PINE BLUFF AR,Social Security Administration,,3511 MARKET STREET,PINE BLUFF,AR,71601,(866) 563-9693,,,
679,760,FO,HOT SPRINGS AR,Social Security Administration,,112 CORPORATE TERRACE,HOT SPRINGS,AR,71913,(855) 531-1685,,,
680,761,FO,EL DORADO AR,Social Security Administration,,2600 W HILLSBORO,EL DORADO,AR,71730,(866) 526-9254,,,
681,762,FO,BLYTHEVILLE AR,Social Security Administration,,1403 S DIVISION ST,BLYTHEVILLE,AR,72315,(866) 842-6638,,,
682,763,FO,FAYETTEVILLE AR,Social Security Administration,SUITE 101,2153 E. JOYCE BLVD.,FAYETTEVILLE,AR,72703,(877) 694-5493,,,
683,765,FO,FORREST CITY AR,Social Security Administration,SUITE A,965 HOLIDAY DR,FORREST CITY,AR,72335,(866) 964-2043,,,
684,766,FO,RUSSELLVILLE AR,Social Security Administration,,2708 E PARKWAY DRIVE,RUSSELLVILLE,AR,72802,(877) 445-0827,,,
685,767,FO,BATESVILLE AR,Social Security Administration,,151 DRY KILN RD,BATESVILLE,AR,72501,(866) 816-5651,,,
686,768,FO,TOPEKA KS,Social Security Administration,,600 SW COMMERCE PL,TOPEKA,KS,66615,(888) 327-1271,,,
687,769,FO,WICHITA KS,Social Security Administration,,3216 N CYPRESS ST,WICHITA,KS,67226,(866) 931-9173,,,
688,770,FO,SALINA KS,Social Security Administration,STE 7,1410 E IRON AVE,SALINA,KS,67401,(877) 405-3494,,,
689,771,FO,DODGE CITY KS,Social Security Administration,,2204 SUMMERLON CIR,DODGE CITY,KS,67801,(877) 694-5494,,,
690,772,FO,KANSAS CITY KS,Social Security Administration,,850 NEBRASKA AVE,KANSAS CITY,KS,66101,(800) 772-1213,,,
691,774,FO,HUTCHINSON KS,Social Security Administration,STE A,811 E 30TH AVE,HUTCHINSON,KS,67502,(877) 846-8333,,,
692,775,FO,INDEPENDENCE KS,Social Security Administration,SUITE A,2125 N PENN AVE,INDEPENDENCE,KS,67301,(877) 512-3855,,,
693,776,FO,HAYS KS,Social Security Administration,,1212 E 27TH ST,HAYS,KS,67601,(888) 552-7176,,,
694,777,FO,KANSAS CITY NORTH,Social Security Administration,,8620 N GREEN HILLS RD,KANSAS CITY,MO,64154,(800) 772-1213,,,
695,778,FO,MANHATTAN KS,Social Security Administration,STE A,1121 HUDSON AVE,MANHATTAN,KS,66503,(877) 840-5741,,,
696,779,FO,JOHNSON COUNTY,Social Security Administration,,15375 W 95TH ST,LENEXA,KS,66219,(800) 772-1213,,,
697,780,FO,SPENCER IA,Social Security Administration,,1610 12TH AVE SW,SPENCER,IA,51301,(866) 273-6050,,,
698,781,FO,SF MISSION CA,Social Security Administration,,1098 VALENCIA ST,SAN FRANCISCO,CA,94110,(800) 772-1213,,,
699,783,FO,OKLACITY OK,Social Security Administration,,12301 N. KELLEY AVE,OKLAHOMA CITY,OK,73131,(866) 331-2207,,,
700,784,FO,TULSA OK,Social Security Administration,,4750 S GARNETT RD,TULSA,OK,74146,(866) 931-7106,,,
701,785,FO,CHICKASHA OK,Social Security Administration,,506 W UTAH AVE,CHICKASHA,OK,73018,(877) 622-9096,,,
702,786,FO,ARDMORE OK,Social Security Administration,,321 HOLIDAY DRIVE,ARDMORE,OK,73401,(888) 619-4774,,,
703,787,FO,MUSKOGEE OK,Social Security Administration,,2401 W. SHAWNEE STREET,MUSKOGEE,OK,74401,(877) 575-5195,,,
704,788,FO,ENID OK,Social Security Administration,,2202 N VAN BUREN ST,ENID,OK,73703,(877) 405-0436,,,
705,790,FO,LAWTON OK,Social Security Administration,,1610 SW LEE BLVD,LAWTON,OK,73501,(866) 931-2732,,,
706,791,FO,MIAMI OK,Social Security Administration,,2108 DENVER HARNAR DR,MIAMI,OK,74354,(888) 878-0013,,,
707,792,FO,MOORE OK,Social Security Administration,,200 NE 27th St,MOORE,OK,73160,(866) 964-4260,,,
708,793,FO,McAlester OK,Social Security Administration,,902 S George Nigh,McAlester,OK,74501,(877) 893-4665,,,
709,794,FO,BARTLESVILLE OK,Social Security Administration,,900 LEISURE LN,BARTLESVILLE,OK,74006,(877) 836-1557,,,
710,796,FO,SHAWNEE OK,Social Security Administration,,909 E FEDERAL ST,SHAWNEE,OK,74804,(877) 897-0604,,,
711,797,FO,ADA OK,Social Security Administration,,921 LONNIE ABBOTT BLVD,ADA,OK,74820,(888) 810-1940,,,
712,798,FO,CLINTON OK,Social Security Administration,,410 OPAL AVE,CLINTON,OK,73601,(877) 405-9345,,,
713,800,FO,NEW ORLEANS DWNTWN LA,Social Security Administration,SUITE 500,400 POYDRAS STREET,NEW ORLEANS,LA,70130,(800) 772-1213,,,
714,801,FO,SHREVEPORT LA,Social Security Administration,,1240 S POINTE PKWY,SHREVEPORT,LA,71105,(877) 319-3074,,,
715,802,FO,MONROE LA,Social Security Administration,,1120 PLAZA BLVD,MONROE,LA,71201,(866) 815-8716,,,
716,803,FO,BATON ROUGE LA,Social Security Administration,,5455 BANKERS AVE,BATON ROUGE,LA,70808,(866) 613-3070,,,
717,804,FO,ALEXANDRIA LA,Social Security Administration,,3401 NORTH BLVD,ALEXANDRIA,LA,71301,(877) 876-3171,,,
718,805,FO,LAKE CHARLES LA,Social Security Administration,SUITE B,149 W 18TH ST,LAKE CHARLES,LA,70601,(877) 409-8431,,,
719,806,FO,LAFAYETTE LA,Social Security Administration,,106 CORPORATE BLVD,LAFAYETTE,LA,70508,(888) 619-4771,,,
720,807,FO,HOUMA LA,Social Security Administration,STE 100,178 CIVIC CENTER BLVD,HOUMA,LA,70360,(866) 899-5631,,,
721,808,FO,HAMMOND LA,Social Security Administration,,2100 ROBIN AVE,HAMMOND,LA,70403,(855) 848-7937,,,
722,809,FO,NATCHITOCHES LA,Social Security Administration,,950 KEYSER AVE,NATCHITOCHES,LA,71457,(855) 634-4195,,,
723,810,FO,OPELOUSAS LA,Social Security Administration,,5097 I49 S SERVICE RD,OPELOUSAS,LA,70570,(866) 698-3338,,,
724,812,FO,MORGAN CITY LA,Social Security Administration,,1279 CLOTHILDE ST,MORGAN CITY,LA,70380,(855) 433-5874,,,
725,813,FO,AUSTIN TX,Social Security Administration,,1029 CAMINO LA COSTA,AUSTIN,TX,78752,(866) 627-6991,,,
726,814,FO,DALLAS NORTH TX,Social Security Administration,,10824 N.CENTRAL EXPWY,DALLAS,TX,75231,(800) 772-1213,,,
727,815,FO,SAN ANTONIO CENTRAL,Social Security Administration,,402 ISOM RD,SAN ANTONIO,TX,78216,(800) 772-1213,,,
728,816,FO,HOUSTON SOUTHWEST TX,Social Security Administration,,10703 STANCLIFF RD,HOUSTON,TX,77099,(800) 772-1213,,,
729,817,FO,EL PASO TX,Social Security Administration,,11111 GATEWAY W BLVD,EL PASO,TX,79935,(866) 563-9310,,,
730,818,FO,BEAUMONT TX,Social Security Administration,SUITE A,8455 DISHMAN RD,BEAUMONT,TX,77713,(866) 613-2864,,,
731,819,FO,TYLER TX,Social Security Administration,,5509  DONNYBROOK AVE,TYLER,TX,75703,(877) 319-5707,,,
732,820,FO,AMARILLO TX,Social Security Administration,,4750  CANYON DR,AMARILLO,TX,79109,(877) 803-6318,,,
733,821,FO,FORTWORTH TX,Social Security Administration,RM 1-A-07 FEDERAL BLDG,819 TAYLOR ST,FORT WORTH,TX,76102,(800) 772-1213,,,
734,822,FO,SAN ANGELO TX,Social Security Administration,,2851 SOUTHWEST BLVD,SAN ANGELO,TX,76904,(877) 840-5742,,,
735,823,FO,WICHITA FALLS TX,Social Security Administration,,4314 WENDOVER ST,WICHITA FALLS,TX,76309,(866) 815-9605,,,
736,824,FO,BROWNSVILLE TX,Social Security Administration,,3115 CENTRAL BLVD,BROWNSVILLE,TX,78520,(866) 964-6486,,,
737,825,FO,CORPUS CHRISTI TX,Social Security Administration,,3801 S PORT AVE,CORPUS CHRISTI,TX,78415,(866) 613-2859,,,
738,826,FO,WACO TX,Social Security Administration,STE A,1700 LAKE AIR DR,WACO,TX,76710,(866) 964-6304,,,
739,827,FO,LUBBOCK TX,Social Security Administration,,5825 16TH STREET,LUBBOCK,TX,79416,(866) 467-0460,,,
740,828,FO,LEAGUE CITY,Social Security Administration,,2835 GULF FRWY SOUTH,LEAGUE CITY,TX,77573,(866) 299-3254,,,
741,829,FO,ABILENE TX,Social Security Administration,,1202 E SOUTH 11TH ST,ABILENE,TX,79602,(877) 607-9525,,,
742,830,FO,PORT ARTHUR TX,Social Security Administration,,8208 9th Ave,Port Arthur,TX,77642,(866) 964-1720,,,
743,831,FO,PARIS TX,Social Security Administration,,2805 PINE MILL ROAD,PARIS,TX,75460,(888) 619-4772,,,
744,832,FO,BIG SPRING TX,Social Security Administration,,2006 EAST FM 700,BIG SPRING,TX,79720,(888) 748-2018,,,
745,833,FO,LUFKIN TX,Social Security Administration,,702 EAST DENMAN,LUFKIN,TX,75901,(877) 407-3442,,,
746,834,FO,ODESSA TX,Social Security Administration,,2015 E 37TH ST,ODESSA,TX,79762,(866) 404-1866,,,
747,835,FO,LONGVIEW TX,Social Security Administration,,611 CLINIC DR,LONGVIEW,TX,75605,(888) 617-0455,,,
748,836,FO,BRYAN TX,Social Security Administration,,2120 W BRIARGATE DR,BRYAN,TX,77802,(866) 568-9428,,,
749,837,FO,SHERMAN TX,Social Security Administration,,600 EAST PEYTON,SHERMAN,TX,75090,(877) 405-3521,,,
750,838,FO,TEMPLE TX,Social Security Administration,,511 NORTH MAIN,TEMPLE,TX,76501,(866) 593-1341,,,
751,839,FO,VICTORIA TX,Social Security Administration,,8208 NE ZAC LENTZ PKWY,VICTORIA,TX,77904,(877) 229-3536,,,
752,840,FO,LAREDO TX,Social Security Administration,,215 CALLE DEL NORTE,LAREDO,TX,78041,(866) 704-4857,,,
753,841,FO,MCALLEN TX,Social Security Administration,,3004 N MCCOLL RD,MCALLEN,TX,78501,(855) 886-9628,,,
754,842,FO,BROWNWOOD TX,Social Security Administration,SPACE 28 HEARTLAND MAL,300 EARLY BLVD,EARLY,TX,76802,(877) 405-3630,,,
755,843,FO,CORSICANA TX,Social Security Administration,,221 S 45TH ST,CORSICANA,TX,75110,(888) 456-9551,,,
756,844,FO,EAGLE PASS TX,Social Security Administration,,406 SOUTH TEXAS DRIVE,EAGLE PASS,TX,78852,(888) 862-4864,,,
757,845,FO,GREENVILLE TX,Social Security Administration,,2717 TERRELL ROAD,GREENVILLE,TX,75402,(888) 306-3534,,,
758,846,FO,PALESTINE TX,Social Security Administration,,215 MEDICAL DRIVE,PALESTINE,TX,75801,(866) 495-0089,,,
759,847,FO,PAMPA TX,Social Security Administration,,2333 N HOBART ST,PAMPA,TX,79065,(877) 897-0603,,,
760,850,FO,PASADENA TX,Social Security Administration,,3300 WATTERS ROAD,PASADENA,TX,77504,(800) 772-1213,,,
761,851,FO,DALLAS FAIR PARK TX,Social Security Administration,,2530 S MALCOLM X BLVD,DALLAS,TX,75215,(800) 772-1213,,,
762,852,FO,SAN ANTONIO NW TX,Social Security Administration,,411 RICHLAND HILLS DR,SAN ANTONIO,TX,78245,(800) 772-1213,,,
763,853,FO,DALLAS OAK CLIFF TX,Social Security Administration,2475 CLIFF CREEK,CROSSING,DALLAS,TX,75237,(800) 772-1213,,,
764,855,FO,HOUSTON NORTHWEST TX,Social Security Administration,,16200 DILLARD DR,HOUSTON,TX,77040,(800) 772-1213,,,
765,856,FO,HOUSTON NORTHEAST TX,Social Security Administration,,5414 ALDINE MAIL RD,HOUSTON,TX,77039,(800) 772-1213,,,
766,857,FO,HOUSTON SOUTHEAST TX,Social Security Administration,,8989 LAKES AT 610 DR,HOUSTON,TX,77054,(800) 772-1213,,,
767,858,FO,ALBUQUERQUE NM,Social Security Administration,SUITE 100,500 LEAD AVE SW,ALBUQUERQUE,NM,87102,(800) 772-1213,,,
768,859,FO,ROSWELL NM,Social Security Administration,ROOM 122,500 N RICHARDSON,ROSWELL,NM,88201,(866) 563-9470,,,
769,860,FO,SANTA FE NM,Social Security Administration,,1922 5TH STREET,SANTA FE,NM,87505,(866) 571-8130,,,
770,861,FO,GALLUP NM,Social Security Administration,,2070 East Aztec Avenue,Gallup,NM,87301,(888) 810-3744,,,
771,862,FO,CLOVIS NM,Social Security Administration,,1208 Arcineiga Dr,Clovis,NM,88101,(866) 931-9945,,,
772,863,FO,LAS CRUCES NM,Social Security Administration,,2141 SUMMIT COURT,LAS CRUCES,NM,88011,(866) 563-9294,,,
773,864,FO,FARMINGTON NM,Social Security Administration,,4650 N BUTLER,FARMINGTON,NM,87401,(866) 931-7656,,,
774,865,FO,HELENA MT,Social Security Administration,SUITE 1600,10 W 15TH ST,HELENA,MT,59626,(866) 563-9496,,,
775,866,FO,BUTTE MT,Social Security Administration,,2201 HARRISON,BUTTE,MT,59701,(888) 632-7068,,,
776,868,FO,BILLINGS MT,Social Security Administration,Room 304,2900 4th Ave N,Billings,MT,59101,(866) 895-1795,,,
777,869,FO,GREAT FALLS MT,Social Security Administration,,2008 23RD ST. S.,GREAT FALLS,MT,59405,(877) 583-4114,,,
778,870,FO,ST AUGUSTINE FL,Social Security Administration,,2428 OLD MOULTRIE ROAD,ST AUGUSTINE,FL,32086,(877) 405-5867,,,
779,871,FO,MISSOULA MT,Social Security Administration,,3701 AMERICAN WAY,MISSOULA,MT,59808,(866) 931-9029,,,
780,872,FO,KALISPELL MT,Social Security Administration,275 CORPORATE DR,SUITE D,KALISPELL,MT,59901,(888) 487-0150,,,
781,873,FO,MID CITIES TX,Social Security Administration,,2010 N STATE HWY 360,GRAND PRAIRIE,TX,75050,(800) 772-1213,,,
782,874,FO,ALICE TX,Social Security Administration,,1000 MEDICAL CTR BLVD,ALICE,TX,78332,(888) 388-8744,,,
783,875,FO,HARLINGEN TX,Social Security Administration,,2005 W JEFFERSON AVE,HARLINGEN,TX,78550,(866) 931-7075,,,
784,876,FO,CHEYENNE WY,Social Security Administration,SUITE 140,3001 E PERSHING BLVD,CHEYENNE,WY,82001,(866) 336-7580,,,
785,877,FO,CASPER WY,Social Security Administration,ROOM 1008,150 EAST B ST,CASPER,WY,82601,(866) 964-3972,,,
786,878,FO,RHINELANDER WI,Social Security Administration,,2023 NAVAJO ST,RHINELANDER,WI,54501,(888) 868-8185,,,
787,880,FO,SAN ANTONIO SOUTH TX,Social Security Administration,,3438 E SOUTHCROSS BLVD,SAN ANTONIO,TX,78223,(800) 772-1213,,,
788,881,FO,SAULT ST MARIE MI,Social Security Administration,STE 1,2861 ASHMUN ST,SAULT SAINTE MARIE,MI,49783,(855) 285-6007,,,
789,882,FO,DENVER CO,Social Security Administration,2ND FL SUITE 200,1500 CHAMPA ST,DENVER,CO,80202,(800) 772-1213,,,
790,883,FO,PUEBLO CO,Social Security Administration,,3769 PARKER BLVD,PUEBLO,CO,81008,(888) 737-1761,,,
791,884,FO,GRAND JUNCTION CO,Social Security Administration,,825 NORTH CREST DRIVE,GRAND JUNCTION,CO,81506,(866) 931-7120,,,
792,885,FO,GREELEY CO,Social Security Administration,SUITE A,5400 WEST 11 ST,GREELEY,CO,80634,(877) 405-9195,,,
793,886,FO,TRINIDAD CO,Social Security Administration,,111 WAVERLY AVENUE,TRINIDAD,CO,81082,(866) 755-5009,,,
794,887,FO,COLORADO SPRINGS CO,Social Security Administration,,2306 E Pikes Peak Ave,Colorado Springs,CO,80909,(888) 880-0688,,,
795,888,FO,ALAMOSA CO,Social Security Administration,,602 DEL SOL DRIVE 1-A,ALAMOSA,CO,81101,(888) 475-0297,,,
796,889,FO,LOUISVILLE CO,Social Security Administration,,480 W Dahlia St,Louisville,CO,80027,(800) 772-1213,,,
797,890,FO,DURANGO CO,Social Security Administration,SUITE 120,103 SHEPPARD DRIVE,DURANGO,CO,81303,(888) 472-6115,,,
798,891,FO,FORT COLLINS CO,Social Security Administration,4TH FLOOR,301 S HOWES ST,FT COLLINS,CO,80521,(866) 336-7385,,,
799,893,FO,BOISE ID,Social Security Administration,SUITE 101,1249 S VINNELL WAY,BOISE,ID,83709,(855) 377-9316,,,
800,894,FO,POCATELLO ID,Social Security Administration,Suite B,861 Jefferson Ave,Pocatello,ID,83201,(866) 643-3407,,,
801,895,FO,LEWISTON ID,Social Security Administration,,1617 19TH AVE,LEWISTON,ID,83501,(877) 405-9796,,,
802,896,FO,TWIN FALLS ID,Social Security Administration,,1437 FILLMORE ST,TWIN FALLS,ID,83301,(866) 748-2087,,,
803,897,FO,IDAHO FALLS ID,Social Security Administration,,2196 CHANNING WAY,IDAHO FALLS,ID,83404,(866) 253-0489,,,
804,898,FO,COEUR D ALENE I,Social Security Administration,SUITE 100,7400 N MINERAL DRIVE,COEUR D ALENE,ID,83815,(866) 931-2523,,,
805,899,FO,CALDWELL ID,Social Security Administration,,1118 SOUTH KIMBALL AVE,CALDWELL,ID,83605,(877) 836-1560,,,
806,900,FO,SALT LAKE CITY UTAH,Social Security Administration,SUITE 500,175 EAST 400 SOUTH,SALT LAKE CITY,UT,84111,(866) 851-5275,,,
807,901,FO,OGDEN UT,Social Security Administration,2ND FL FOB,324 25TH STREET,OGDEN,UT,84401,(877) 378-9081,,,
808,902,FO,PROVO UT,Social Security Administration,J. WILL ROBINSON FOB,88 WEST 100 NORTH,PROVO,UT,84601,(866) 366-9549,,,
809,903,FO,CASA GRANDE AZ,Social Security Administration,SUITE 2,1637 E MONUMENT PLZ CR,CASA GRANDE,AZ,85122,(800) 772-1213,,,
810,904,FO,BOYLE HEIGHTS CA,Social Security Administration,,215 N SOTO STREET,LOS ANGELES,CA,90033,(800) 772-1213,,,
811,906,FO,HEMET CA,Social Security Administration,,3095 W DEVONSHIRE AVE,HEMET,CA,92545,(800) 772-1213,,,
812,907,FO,PHOENIX NORTH AZ,Social Security Administration,,16241 N TATUM BLVD,PHOENIX,AZ,85032,(800) 772-1213,,,
813,908,FO,TUCSON AZ,Social Security Administration,,3808 N 1ST AVE,TUCSON,AZ,85719,(800) 772-1213,,,
814,909,FO,PRESCOTT AZ,Social Security Administration,,205 N MARINA,PRESCOTT,AZ,86301,(800) 772-1213,,,
815,910,FO,RICE LAKE WI,Social Security Administration,,1703 W KNAPP STREET,RICE LAKE,WI,54868,(888) 823-3923,,,
816,911,FO,YUMA AZ,Social Security Administration,,325 W 19TH ST SUITE 1,YUMA,AZ,85364,(800) 772-1213,,,
817,912,FO,APACHE JUNCTION AZ,Social Security Administration,,253 W SUPERSTITION BLV,APACHE JUNCTION,AZ,85120,(800) 772-1213,,,
818,913,FO,PHOENIX DOWNTOWN AZ,Social Security Administration,SUITE 100,250 N SEVENTH AVE,PHOENIX,AZ,85007,(800) 772-1213,,,
819,914,FO,GLENDALE AZ,Social Security Administration,,5907 W KINGS AVE,GLENDALE,AZ,85306,(800) 772-1213,,,
820,915,FO,SPOKANE WA,Social Security Administration,SUITE 100,714 N IRON BRIDGE WAY,SPOKANE,WA,99202,(800) 772-1213,,,
821,916,FO,SEATTLE METRO WA,Social Security Administration,SUITE 901,915 2ND AVE,SEATTLE,WA,98174,(800) 772-1213,,,
